year,state,welfare,employed,earnings,white,woman,reform,avg_benefit
1994,"california",0,0,0,1,1,1,642.1875
1998,"california",1,0,0,1,1,1,642.1875
1997,"california",0,0,10560,1,1,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
1991,"california",1,0,0,0,1,0,642.1875
1992,"california",0,1,12480,1,0,1,642.1875
2002,"california",0,1,79000,1,0,1,642.1875
1996,"california",0,1,10400,1,0,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
1994,"california",0,1,10960,1,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1990,"california",0,1,0,1,0,0,642.1875
1998,"california",0,1,11000,1,1,1,642.1875
1993,"california",0,0,8840,1,0,1,642.1875
1992,"california",0,1,7000,1,1,1,642.1875
1993,"california",0,0,0,1,0,1,642.1875
1990,"california",0,1,7200,1,1,0,642.1875
1993,"california",0,1,35000,1,0,1,642.1875
1996,"california",0,0,0,0,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,400,1,1,1,642.1875
2001,"california",0,1,1000,1,1,1,642.1875
1998,"california",0,1,38000,1,0,1,642.1875
1994,"california",1,0,0,1,1,1,642.1875
1993,"california",0,1,0,1,0,1,642.1875
1994,"california",0,1,7000,1,1,1,642.1875
1998,"california",0,0,0,1,0,1,642.1875
1999,"california",0,0,0,0,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
1995,"california",0,1,24000,0,0,1,642.1875
2003,"california",1,0,0,0,0,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,950,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1995,"california",0,0,0,0,1,1,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
2001,"california",0,0,14200,1,1,1,642.1875
1995,"california",0,1,1150,1,1,1,642.1875
1999,"california",0,1,0,1,0,1,642.1875
1994,"california",0,1,12000,1,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
1998,"california",0,0,0,1,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
2004,"california",0,0,10400,1,0,1,642.1875
2002,"california",1,0,0,1,1,1,642.1875
2001,"california",0,1,192,1,0,1,642.1875
2001,"california",0,0,0,0,1,1,642.1875
1990,"california",0,1,7000,1,1,0,642.1875
2003,"california",0,0,17000,1,0,1,642.1875
2001,"california",0,0,13000,1,0,1,642.1875
1993,"california",0,1,0,1,1,1,642.1875
1991,"california",0,1,3120,1,1,0,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1994,"california",1,0,0,1,1,1,642.1875
2001,"california",0,0,0,0,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1999,"california",0,0,0,0,1,1,642.1875
1996,"california",0,1,24000,1,0,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
1995,"california",0,0,4000,0,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2004,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,20000,1,1,1,642.1875
1992,"california",0,1,5500,0,1,1,642.1875
1997,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2001,"california",0,0,0,1,0,1,642.1875
2004,"california",0,1,0,1,0,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,4100,1,1,1,642.1875
1995,"california",0,0,3000,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1992,"california",0,1,14000,1,0,1,642.1875
1998,"california",0,1,8000,1,0,1,642.1875
2000,"california",0,0,0,0,0,1,642.1875
1993,"california",0,0,8000,1,1,1,642.1875
2003,"california",0,1,13000,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1995,"california",0,1,9600,1,0,1,642.1875
2000,"california",0,1,2000,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
2004,"california",0,1,20000,1,0,1,642.1875
2001,"california",0,1,110,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1992,"california",0,1,7549,1,0,1,642.1875
1992,"california",1,0,0,1,1,1,642.1875
1990,"california",0,0,0,0,0,0,642.1875
2005,"california",0,1,0,1,0,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1992,"california",0,1,10400,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2002,"california",0,1,17000,1,0,1,642.1875
1996,"california",1,1,5200,1,1,1,642.1875
1997,"california",0,0,0,0,1,1,642.1875
2001,"california",0,1,20000,1,1,1,642.1875
1998,"california",0,1,8000,1,0,1,642.1875
1997,"california",0,1,7000,1,1,1,642.1875
2000,"california",0,0,0,1,0,1,642.1875
2001,"california",1,1,11600,1,1,1,642.1875
1994,"california",0,1,5000,1,1,1,642.1875
1999,"california",0,1,9040,1,0,1,642.1875
1995,"california",0,0,0,1,0,1,642.1875
1992,"california",0,0,7000,1,0,1,642.1875
1991,"california",0,0,0,1,1,0,642.1875
1996,"california",0,0,0,1,1,1,642.1875
2002,"california",0,1,25000,1,0,1,642.1875
1998,"california",1,0,0,1,1,1,642.1875
2002,"california",0,1,25000,1,0,1,642.1875
1998,"california",1,0,0,1,1,1,642.1875
2003,"california",0,1,16000,1,1,1,642.1875
1993,"california",0,1,19000,1,0,1,642.1875
2001,"california",0,1,13000,1,0,1,642.1875
1995,"california",0,0,0,0,0,1,642.1875
1999,"california",0,1,19000,1,0,1,642.1875
2001,"california",0,0,0,1,0,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1995,"california",0,1,11754,1,1,1,642.1875
2005,"california",0,1,14000,1,0,1,642.1875
2004,"california",0,1,12000,1,0,1,642.1875
2001,"california",0,1,12000,1,0,1,642.1875
2005,"california",0,0,390,1,1,1,642.1875
2005,"california",0,0,3000,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
1995,"california",0,1,14560,1,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
1993,"california",1,0,0,1,1,1,642.1875
2003,"california",0,1,2400,1,0,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,0,0,1,642.1875
2004,"california",0,0,6000,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2002,"california",0,1,0,1,1,1,642.1875
1993,"california",0,1,3300,1,1,1,642.1875
2004,"california",0,0,0,1,0,1,642.1875
1994,"california",0,1,19500,1,0,1,642.1875
1992,"california",0,0,4500,1,1,1,642.1875
2002,"california",0,1,26000,1,0,1,642.1875
1997,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
1999,"california",0,1,11440,1,1,1,642.1875
2005,"california",0,1,20000,0,0,1,642.1875
1990,"california",0,1,5200,1,0,0,642.1875
2005,"california",0,0,0,0,0,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
2005,"california",0,0,0,1,0,1,642.1875
1991,"california",0,1,2500,1,1,0,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
1996,"california",0,1,15000,1,0,1,642.1875
1996,"california",0,0,10400,1,0,1,642.1875
2004,"california",0,1,19000,1,0,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1997,"california",0,1,18000,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2004,"california",0,0,0,0,0,1,642.1875
2003,"california",0,1,20000,1,0,1,642.1875
2001,"california",0,1,11000,1,0,1,642.1875
1991,"california",0,1,9310,1,1,0,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1993,"california",0,1,5000,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
2001,"california",0,1,27000,1,0,1,642.1875
1992,"california",0,1,5120,1,0,1,642.1875
1991,"california",0,0,0,1,0,0,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1995,"california",0,0,5600,1,1,1,642.1875
1997,"california",0,1,11440,1,0,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1991,"california",0,1,34000,0,0,0,642.1875
1993,"california",0,1,9897,1,1,1,642.1875
1992,"california",0,1,4500,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1993,"california",0,1,6000,1,0,1,642.1875
1997,"california",0,1,12000,1,1,1,642.1875
1992,"california",0,1,9600,1,1,1,642.1875
2005,"california",0,1,16640,1,0,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
1999,"california",0,1,12000,1,1,1,642.1875
1997,"california",0,0,0,1,0,1,642.1875
2001,"california",0,1,11000,1,0,1,642.1875
1993,"california",0,1,25000,1,0,1,642.1875
1990,"california",0,1,0,1,1,0,642.1875
2004,"california",0,0,0,1,0,1,642.1875
1999,"california",0,0,0,1,0,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
2004,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2003,"california",0,1,5324,1,0,1,642.1875
1990,"california",0,1,12000,1,0,0,642.1875
2003,"california",0,0,0,0,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
1993,"california",0,1,16000,1,0,1,642.1875
2004,"california",0,0,0,1,1,1,642.1875
1990,"california",0,0,12000,1,1,0,642.1875
2003,"california",0,0,0,1,0,1,642.1875
1994,"california",0,1,11440,0,0,1,642.1875
1995,"california",0,0,0,1,0,1,642.1875
1999,"california",0,1,9600,1,0,1,642.1875
1994,"california",0,1,0,1,0,1,642.1875
1992,"california",0,1,12400,1,0,1,642.1875
2003,"california",0,1,21600,1,0,1,642.1875
1996,"california",0,1,1500,1,0,1,642.1875
1991,"california",0,0,4420,1,1,0,642.1875
2000,"california",0,0,3000,1,1,1,642.1875
1996,"california",0,1,12000,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,0,1,1,642.1875
1994,"california",0,1,9000,1,0,1,642.1875
2000,"california",0,0,5000,1,1,1,642.1875
2002,"california",0,0,0,0,1,1,642.1875
2005,"california",0,1,9000,1,0,1,642.1875
1997,"california",0,1,30000,1,0,1,642.1875
2004,"california",0,1,15000,1,0,1,642.1875
1999,"california",0,1,10000,1,0,1,642.1875
2005,"california",0,0,0,0,1,1,642.1875
1995,"california",0,1,1950,1,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
2003,"california",0,1,12000,1,1,1,642.1875
1998,"california",0,1,140005,1,0,1,642.1875
2002,"california",0,1,39000,1,0,1,642.1875
1993,"california",1,0,1020,1,1,1,642.1875
2002,"california",0,0,6000,1,0,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1997,"california",0,0,0,1,0,1,642.1875
2001,"california",0,0,0,1,0,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,25000,1,0,1,642.1875
1995,"california",0,0,5000,0,0,1,642.1875
1998,"california",0,0,0,1,0,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
2000,"california",0,1,8000,1,1,1,642.1875
1991,"california",0,0,0,1,0,0,642.1875
1999,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
2001,"california",0,1,30000,1,0,1,642.1875
2002,"california",0,1,25000,1,0,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,11000,1,0,1,642.1875
1999,"california",0,0,0,1,0,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
2001,"california",0,1,7500,1,0,1,642.1875
2001,"california",0,1,0,1,0,1,642.1875
1990,"california",0,1,9500,1,0,0,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1995,"california",0,0,6500,1,0,1,642.1875
1995,"california",0,1,9000,1,1,1,642.1875
1993,"california",0,1,10400,1,0,1,642.1875
2004,"california",0,1,10000,1,0,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1994,"california",0,1,11000,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,0,0,1,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
1998,"california",0,1,9000,1,0,1,642.1875
1999,"california",0,0,0,0,0,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
1996,"california",0,1,2500,1,0,1,642.1875
1998,"california",0,1,2400,1,1,1,642.1875
1993,"california",0,1,510,1,0,1,642.1875
1993,"california",0,0,5000,1,0,1,642.1875
1996,"california",0,1,17000,1,0,1,642.1875
2003,"california",0,0,17000,1,0,1,642.1875
2004,"california",0,0,8000,1,0,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,0,0,1,1,642.1875
1994,"california",1,0,0,1,1,1,642.1875
1993,"california",0,1,18971,1,0,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,0,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2002,"california",0,1,18000,1,0,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,0,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
1990,"california",0,0,0,0,1,0,642.1875
1995,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1995,"california",0,0,5148,1,0,1,642.1875
2003,"california",0,0,0,1,0,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
2002,"california",0,1,23000,1,0,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
2005,"california",0,1,13000,1,0,1,642.1875
1993,"california",0,0,0,1,1,1,642.1875
2002,"california",0,1,0,1,0,1,642.1875
1992,"california",0,1,7000,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
1999,"california",0,0,0,0,1,1,642.1875
1993,"california",0,1,18000,1,0,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
2004,"california",0,0,0,1,0,1,642.1875
1991,"california",0,0,4500,1,0,0,642.1875
1994,"california",0,1,12000,1,0,1,642.1875
1995,"california",0,0,0,1,0,1,642.1875
2004,"california",0,0,0,1,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,0,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
2004,"california",0,0,4000,1,1,1,642.1875
1990,"california",0,0,0,1,0,0,642.1875
1992,"california",0,0,0,1,0,1,642.1875
2003,"california",0,1,14040,1,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
2004,"california",0,1,15080,1,0,1,642.1875
1993,"california",0,1,16000,1,0,1,642.1875
1998,"california",0,1,11419,0,0,1,642.1875
1994,"california",0,1,5000,1,0,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
2003,"california",0,1,8000,1,1,1,642.1875
1999,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,1,0,1,642.1875
2003,"california",0,1,6000,1,0,1,642.1875
1990,"california",0,1,18000,1,1,0,642.1875
2002,"california",0,1,0,1,1,1,642.1875
1990,"california",1,0,0,0,1,0,642.1875
1999,"california",0,0,0,1,0,1,642.1875
1990,"california",0,0,0,0,0,0,642.1875
1990,"california",0,0,0,0,1,0,642.1875
2004,"california",0,0,0,0,1,1,642.1875
2001,"california",0,1,0,1,1,1,642.1875
1999,"california",0,1,8301,1,1,1,642.1875
1990,"california",0,1,0,1,0,0,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
1990,"california",0,0,0,1,0,0,642.1875
2003,"california",0,1,12000,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1990,"california",0,1,7000,1,0,0,642.1875
1994,"california",0,1,22000,1,1,1,642.1875
1993,"california",0,0,0,0,0,1,642.1875
2005,"california",0,1,2800,1,1,1,642.1875
1995,"california",0,1,10000,1,0,1,642.1875
1993,"california",1,0,210,0,1,1,642.1875
2003,"california",0,1,18720,1,0,1,642.1875
1994,"california",0,0,0,0,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
1997,"california",0,1,22000,1,0,1,642.1875
1999,"california",0,0,0,1,0,1,642.1875
2001,"california",0,0,8000,1,1,1,642.1875
1997,"california",0,1,6927,1,0,1,642.1875
1990,"california",0,1,18000,1,0,0,642.1875
1996,"california",0,0,3744,1,1,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
1997,"california",0,1,10000,1,0,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1990,"california",0,1,9392,0,1,0,642.1875
1994,"california",1,0,0,1,1,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1997,"california",0,1,62000,1,0,1,642.1875
1998,"california",0,1,10400,1,0,1,642.1875
1995,"california",1,1,4900,1,1,1,642.1875
2004,"california",0,0,0,0,0,1,642.1875
1990,"california",0,1,3460,1,0,0,642.1875
1998,"california",0,1,4500,1,0,1,642.1875
1991,"california",0,1,11000,1,0,0,642.1875
1997,"california",0,1,9360,1,0,1,642.1875
1990,"california",0,0,0,0,1,0,642.1875
1998,"california",0,0,0,1,0,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1999,"california",0,0,0,1,0,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1999,"california",0,1,4800,0,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1990,"california",0,1,12000,1,1,0,642.1875
1994,"california",0,0,0,1,1,1,642.1875
1992,"california",0,1,4000,1,1,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
2000,"california",0,1,0,1,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2000,"california",0,1,40000,1,0,1,642.1875
2004,"california",0,1,14000,1,0,1,642.1875
2004,"california",0,1,18500,1,0,1,642.1875
1991,"california",0,0,0,1,0,0,642.1875
1990,"california",0,1,8000,1,0,0,642.1875
1990,"california",0,1,22000,1,1,0,642.1875
1999,"california",0,0,20000,1,0,1,642.1875
1994,"california",0,1,8000,1,0,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1990,"california",0,1,0,1,0,0,642.1875
1996,"california",0,1,12000,1,1,1,642.1875
1991,"california",0,0,0,1,1,0,642.1875
1994,"california",1,0,0,1,1,1,642.1875
1990,"california",1,0,0,1,1,0,642.1875
2001,"california",0,0,1500,1,1,1,642.1875
1999,"california",0,0,0,0,0,1,642.1875
1991,"california",0,1,6500,1,0,0,642.1875
1992,"california",0,0,0,1,0,1,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1996,"california",0,1,55000,1,0,1,642.1875
1992,"california",0,1,12000,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2001,"california",1,0,0,0,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,10000,1,1,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
2005,"california",0,1,15000,1,1,1,642.1875
2004,"california",0,1,15000,1,1,1,642.1875
1996,"california",0,0,13000,1,0,1,642.1875
1993,"california",0,1,9000,1,0,1,642.1875
1997,"california",0,0,0,1,1,1,642.1875
1990,"california",0,1,13500,1,0,0,642.1875
1997,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,10000,1,0,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1991,"california",0,0,0,1,1,0,642.1875
1998,"california",0,1,8250,1,0,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1990,"california",0,1,4958,1,0,0,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1998,"california",0,1,4000,1,1,1,642.1875
2002,"california",0,0,6000,1,0,1,642.1875
2004,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2001,"california",0,0,0,1,0,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
2004,"california",0,0,0,0,0,1,642.1875
1993,"california",1,0,1458,1,1,1,642.1875
1990,"california",0,1,19000,1,1,0,642.1875
2005,"california",0,1,480,1,0,1,642.1875
1993,"california",0,1,23000,1,0,1,642.1875
2002,"california",1,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1998,"california",0,0,0,0,0,1,642.1875
2005,"california",0,1,12000,0,1,1,642.1875
2000,"california",0,0,0,1,0,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,0,1,642.1875
1996,"california",0,0,0,0,0,1,642.1875
1994,"california",0,1,6240,1,0,1,642.1875
2002,"california",0,1,30000,1,0,1,642.1875
2001,"california",0,1,13000,1,1,1,642.1875
1992,"california",0,1,5490,1,1,1,642.1875
1993,"california",0,1,15000,1,1,1,642.1875
1999,"california",0,1,14560,1,0,1,642.1875
2000,"california",0,1,2400,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1996,"california",1,0,0,1,1,1,642.1875
1993,"california",0,1,7400,1,1,1,642.1875
1994,"california",0,0,0,1,0,1,642.1875
1997,"california",0,0,0,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
1990,"california",0,0,0,0,1,0,642.1875
2005,"california",0,0,0,0,1,1,642.1875
1995,"california",0,1,57000,1,0,1,642.1875
2000,"california",0,0,0,0,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1997,"california",0,0,0,1,1,1,642.1875
2003,"california",0,0,0,1,0,1,642.1875
1997,"california",0,1,0,0,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,5000,1,0,1,642.1875
1994,"california",0,1,225,1,1,1,642.1875
2003,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,1,1,642.1875
2005,"california",1,1,2800,1,1,1,642.1875
1990,"california",0,0,0,1,1,0,642.1875
2003,"california",0,0,0,1,1,1,642.1875
1994,"california",0,1,6000,0,0,1,642.1875
1990,"california",0,0,1045,1,1,0,642.1875
1995,"california",0,0,0,1,0,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
1997,"california",0,0,0,0,1,1,642.1875
2001,"california",0,1,12000,1,1,1,642.1875
1995,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,0,1,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
1996,"california",0,1,16900,1,0,1,642.1875
2003,"california",0,1,0,1,0,1,642.1875
1993,"california",0,1,2496,0,1,1,642.1875
1998,"california",0,0,0,0,1,1,642.1875
2003,"california",0,1,25000,1,0,1,642.1875
1995,"california",0,0,0,1,0,1,642.1875
2004,"california",0,0,0,0,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,0,0,1,1,642.1875
1998,"california",0,1,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1995,"california",0,1,17600,1,0,1,642.1875
2005,"california",0,1,19000,1,0,1,642.1875
1995,"california",0,0,0,0,0,1,642.1875
1996,"california",1,0,0,0,0,1,642.1875
1996,"california",0,0,0,0,1,1,642.1875
1996,"california",0,1,0,1,0,1,642.1875
2003,"california",0,0,0,0,0,1,642.1875
2004,"california",0,1,10400,1,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
2002,"california",0,0,0,1,0,1,642.1875
1996,"california",0,0,0,0,1,1,642.1875
1994,"california",0,0,6000,1,0,1,642.1875
2003,"california",0,1,14500,1,1,1,642.1875
2000,"california",0,1,13000,1,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1994,"california",0,1,12925,0,0,1,642.1875
1998,"california",0,1,9000,1,1,1,642.1875
2002,"california",0,1,9700,1,1,1,642.1875
1993,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1993,"california",0,0,0,1,0,1,642.1875
1996,"california",0,1,15000,1,0,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,3500,1,1,1,642.1875
2001,"california",0,1,12480,1,0,1,642.1875
1996,"california",0,0,4000,0,1,1,642.1875
2002,"california",0,1,12350,1,1,1,642.1875
1995,"california",0,1,0,1,1,1,642.1875
1993,"california",0,1,12000,1,0,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
1998,"california",0,0,0,1,0,1,642.1875
1996,"california",0,1,19000,1,0,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
1994,"california",0,0,0,1,1,1,642.1875
1995,"california",0,1,5000,1,0,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,0,1,1,642.1875
1993,"california",0,1,4500,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1996,"california",1,1,5260,1,1,1,642.1875
2002,"california",0,1,8500,1,0,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,0,1,1,642.1875
2005,"california",0,1,4000,1,1,1,642.1875
2003,"california",0,0,0,0,0,1,642.1875
2003,"california",0,0,1320,0,1,1,642.1875
1994,"california",0,0,16900,1,0,1,642.1875
1995,"california",0,0,13000,1,0,1,642.1875
1993,"california",0,1,8000,1,0,1,642.1875
2003,"california",0,1,19000,1,0,1,642.1875
2003,"california",0,1,1800,1,1,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1996,"california",0,1,576,0,1,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
2005,"california",0,0,0,1,1,1,642.1875
1992,"california",0,0,0,1,0,1,642.1875
1992,"california",0,0,0,1,1,1,642.1875
1990,"california",0,0,0,0,1,0,642.1875
2003,"california",0,1,12480,0,1,1,642.1875
1996,"california",0,1,4160,1,1,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
1998,"california",0,1,6000,1,1,1,642.1875
1992,"california",1,0,2540,1,1,1,642.1875
1996,"california",0,1,8840,1,0,1,642.1875
1995,"california",0,1,35000,1,0,1,642.1875
1992,"california",0,0,0,0,0,1,642.1875
1996,"california",0,0,0,1,0,1,642.1875
2002,"california",0,1,14000,1,0,1,642.1875
1996,"california",0,1,5000,1,0,1,642.1875
2000,"california",0,0,0,1,1,1,642.1875
1998,"california",0,0,0,1,1,1,642.1875
2000,"california",0,0,0,0,0,1,642.1875
2001,"california",0,0,0,1,1,1,642.1875
1994,"california",0,1,10000,1,0,1,642.1875
1996,"california",0,0,0,1,1,1,642.1875
